ETA,SIGMA,N,mse,esp_neuronal
0.125,0.3,48000,0.005412298129481973,72.71336939057471
0.125,0.3,49000,0.005403921224263295,70.59981527031094
0.125,0.4,1000,0.0074058861827364,57.17648786415812
0.125,0.4,2000,0.006833994539999772,52.99664645286954
0.125,0.4,3000,0.006583489995786942,50.497710435511244
0.125,0.4,4000,0.006457589320606293,49.07131634578569
0.125,0.4,5000,0.006401593611984535,48.13709312688211
0.125,0.4,6000,0.0063667622189558445,47.099472337993895
0.125,0.4,7000,0.006255036019478001,46.30902159438611
0.125,0.4,8000,0.006186040951376591,45.78528913234345
0.125,0.4,9000,0.006243991015874466,45.353221239555666
0.125,0.4,10000,0.006164733199966816,44.59882962368614
0.125,0.4,11000,0.00615277390050672,44.85858703970047
0.125,0.4,12000,0.00609060245000651,44.51098246355262
0.125,0.4,13000,0.006160722422574856,44.255730942907846
0.125,0.4,14000,0.006078895804508046,44.21601562342437
0.125,0.4,15000,0.006046330886246741,43.39871962726795
0.125,0.4,16000,0.0060008781781052956,43.20016584822513
0.125,0.4,17000,0.006036995863295399,43.22314491077848
0.125,0.4,18000,0.006007568714929692,43.69693489589678
0.125,0.4,19000,0.0060134657908278025,43.23431716421616
0.125,0.4,20000,0.005929507603319765,43.43199341319399
0.125,0.4,21000,0.006047852403708171,43.35817389150011
0.125,0.4,22000,0.005981894700387667,43.348956884967336
0.125,0.4,23000,0.006030657613158267,43.36313939575321
0.125,0.4,24000,0.006036422814279247,43.43599214312239
0.125,0.4,25000,0.005968277495467684,43.34139068290951
0.125,0.4,26000,0.005990248045209961,43.30068072366584
0.125,0.4,27000,0.005974282048846429,43.8063241240781
0.125,0.4,28000,0.00600359137169886,43.7796500557582
0.125,0.4,29000,0.00601521616687041,43.57570540646773
0.125,0.4,30000,0.00599862290112284,43.48407196571905
0.125,0.4,31000,0.005962612172778238,43.47198725949867
0.125,0.4,32000,0.005980833998015807,44.02154459887137
0.125,0.4,33000,0.005930514118261071,43.238018925830225
0.125,0.4,34000,0.0059512404164476385,43.57974470048993
0.125,0.4,35000,0.005998967337333976,43.25992998717009
0.125,0.4,36000,0.005983338272748049,43.45096626459043
0.125,0.4,37000,0.005918529386611266,43.33705073119192
0.125,0.4,38000,0.005927336102175425,43.42949516838756
0.125,0.4,39000,0.0060004948668954915,43.316549265346886
0.125,0.4,40000,0.005976200500896446,42.69584102099971
0.125,0.4,41000,0.005974415674702939,43.41499819239816
0.125,0.4,42000,0.006009619967910927,43.19813911474446
0.125,0.4,43000,0.006012374933542002,43.36501477959266
0.125,0.4,44000,0.00594698899167162,43.72126123606181
0.125,0.4,45000,0.0059600994578288,43.66746508637316
0.125,0.4,46000,0.005944696673037908,43.640403153533086
0.125,0.4,47000,0.005902006766435536,43.387725150430356
0.125,0.4,48000,0.006021342152240835,43.661440086765154
0.125,0.4,49000,0.006001155137061449,43.42271829733345
0.25,1.0,1000,0.01608086039803221,34.70587263215252
0.25,1.0,2000,0.016824246117826718,34.02070768432878
0.25,1.0,3000,0.016253841620902106,34.45710741326245
0.25,1.0,4000,0.016070051363997695,34.33764945648859
0.25,1.0,5000,0.01598324845986164,34.43117665609371
0.25,1.0,6000,0.015465132021840262,34.73066527825707
0.25,1.0,7000,0.01603289403200911,34.81317438345484
0.25,1.0,8000,0.015798446921702312,34.514293525717505
0.25,1.0,9000,0.01633987046113189,34.49059247383704
0.25,1.0,10000,0.017279097390419686,34.143649441834036
0.25,1.0,11000,0.016440140749207348,34.61037750805194
0.25,1.0,12000,0.016234687719078586,34.38772248753905
0.25,1.0,13000,0.01583422834380879,34.57266650477651
0.25,1.0,14000,0.016685316217683373,34.42540924014988
0.25,1.0,15000,0.015217789730940942,35.02951104512349
0.25,1.0,16000,0.016340610552572445,34.3277423080351
0.25,1.0,17000,0.013907117035341037,32.576061423674666
0.25,1.0,18000,0.012329083675048284,31.474192203909734
0.25,1.0,19000,0.01285227012377133,31.136686959776863
0.25,1.0,20000,0.01219184496967463,31.56990862386358
0.25,1.0,21000,0.01292732192314006,31.471433057193828
0.25,1.0,22000,0.012720423184245646,31.221761734640875
0.25,1.0,23000,0.012161504221204066,31.59846987427519
0.25,1.0,24000,0.012761325963496772,31.209429011477347
